id,name,tip,icon,description,common,group,type,quality,block_max_count,can_destroy,can_sale,coin,min_level_limit,max_level_limit,level,can_use,impact,cool_down,life_time,value,script_id,param_0,param_1,function,can_multi
20234001,item_name_20234001,英雄魂魄,item_function+icon_item_yxhp,item_detail_20234001,可用于玩家角色升星，通过招募可获得,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234001,0
20234002,item_name_20234002,美屡魂魄,player_head_ka+player_head_ka_meilv,item_detail_20234002,集齐80个美屡魂魄，可合成英雄美屡。当拥有美屡时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234002,0
20234003,item_name_20234003,哀木涕魂魄,player_head_ka+player_head_ka_mt,item_detail_20234003,集齐10个美屡魂魄，可合成英雄哀木涕。当拥有哀木涕时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234003,0
20234004,item_name_20234004,兽战魂魄,player_head_ka+player_head_ka_shouzhan,item_detail_20234004,集齐80个美屡魂魄，可合成英雄兽战。当拥有兽战时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234004,0
20234005,item_name_20234005,会长魂魄,player_head_ka+player_head_ka_huizhang,item_detail_20234005,集齐80个美屡魂魄，可合成英雄会长。当拥有会长时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234005,0
20234006,item_name_20234006,暗夜男魂魄,player_head_ka+player_head_ka_anyenan,item_detail_20234006,集齐10个美屡魂魄，可合成英雄暗夜男。当拥有暗夜男时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234006,0
20234007,item_name_20234007,沉鱼魂魄,player_head_ka+player_head_ka_chenyu,item_detail_20234007,集齐80个美屡魂魄，可合成英雄沉鱼。当拥有沉鱼时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234007,0
20234008,item_name_20234008,桶牛魂魄,player_head_ka+player_head_ka_tongniu,item_detail_20234008,集齐80个美屡魂魄，可合成英雄桶牛。当拥有桶牛时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234008,0
20234009,item_name_20234009,地中海魂魄,player_head_ka+player_head_ka_dizhonghai,item_detail_20234009,集齐10个美屡魂魄，可合成英雄地中海。当拥有地中海时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234009,0
20234010,item_name_20234010,傻馒魂魄,player_head_ka+player_head_ka_shaman,item_detail_20234010,集齐10个美屡魂魄，可合成英雄傻馒。当拥有傻馒时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234010,0
20234011,item_name_20234011,炮姐魂魄,player_head_ka+player_head_ka_paojie,item_detail_20234011,集齐80个美屡魂魄，可合成英雄炮姐。当拥有炮姐时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234011,0
20234012,item_name_20234012,冬魂魄,player_head_ka+player_head_ka_dong,item_detail_20234012,集齐80个美屡魂魄，可合成英雄冬。当拥有冬时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234012,0
20234013,item_name_20234013,劣人魂魄,player_head_ka+player_head_ka_leiren,item_detail_20234013,集齐30个美屡魂魄，可合成英雄劣人。当拥有劣人时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234013,0
20234014,item_name_20234014,方砖魂魄,player_head_ka+player_head_ka_fangzhuan,item_detail_20234014,集齐10个美屡魂魄，可合成英雄方砖。当拥有方砖时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234014,0
20234015,item_name_20234015,五火教主魂魄,player_head_ka+player_head_ka_wuhuoqiujiaozhu,item_detail_20234015,集齐30个美屡魂魄，可合成英雄五火教主。当拥有五火教主时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234015,0
20234016,item_name_20234016,羞花魂魄,player_head_ka+player_head_ka_xiuhua,item_detail_20234016,集齐80个美屡魂魄，可合成英雄羞花。当拥有羞花时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234016,0
20234017,item_name_20234017,法丝魂魄,player_head_ka+player_head_ka_fasi,item_detail_20234017,集齐30个美屡魂魄，可合成英雄法丝。当拥有法丝时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234017,0
20234018,item_name_20234018,女德魂魄,player_head_ka+player_head_ka_nvde,item_detail_20234018,集齐80个美屡魂魄，可合成英雄女德。当拥有女德时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234018,0
20234019,item_name_20234019,神棍德魂魄,player_head_ka+player_head_ka_shengunde,item_detail_20234019,集齐30个美屡魂魄，可合成英雄神棍德。当拥有神棍德时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234019,0
20234020,item_name_20234020,花花魂魄,player_head_ka+player_head_ka_huahua,item_detail_20234020,集齐30个美屡魂魄，可合成英雄花花。当拥有花花时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234020,0
20234021,item_name_20234021,娇花魂魄,player_head_ka+player_head_ka_jiaohua,item_detail_20234021,集齐30个美屡魂魄，可合成英雄娇花。当拥有娇花时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234021,0
20234022,item_name_20234022,沐丝魂魄,player_head_ka+player_head_ka_musi,item_detail_20234022,集齐10个美屡魂魄，可合成英雄沐丝。当拥有沐丝时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234022,0
20234023,item_name_20234023,闭月魂魄,player_head_ka+player_head_ka_biyue,item_detail_20234023,集齐80个美屡魂魄，可合成英雄闭月。当拥有闭月时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234023,0
20234024,item_name_20234024,大小姐魂魄,player_head_ka+player_head_ka_daxiaojie,item_detail_20234024,集齐10个美屡魂魄，可合成英雄大小姐。当拥有大小姐时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234024,0
20234025,item_name_20234025,圣光棍棍魂魄,player_head_ka+player_head_ka_shengguanggungun,item_detail_20234025,集齐30个美屡魂魄，可合成英雄圣光棍棍。当拥有圣光棍棍时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234025,0
20234026,item_name_20234026,大大姐魂魄,player_head_ka+player_head_ka_dadajie,item_detail_20234026,集齐80个美屡魂魄，可合成英雄大大姐。当拥有大大姐时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234026,0
20234027,item_name_20234027,老相好魂魄,player_head_ka+player_head_ka_laoxianghao,item_detail_20234027,集齐80个美屡魂魄，可合成英雄老相好。当拥有老相好时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234027,0
20234028,item_name_20234028,女贼魂魄,player_head_ka+player_head_ka_nvzei,item_detail_20234028,集齐80个美屡魂魄，可合成英雄女贼。当拥有女贼时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234028,0
20234029,item_name_20234029,呆贼魂魄,player_head_ka+player_head_ka_daizei,item_detail_20234029,集齐10个美屡魂魄，可合成英雄呆贼。当拥有呆贼时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234029,0
20234030,item_name_20234030,落雁魂魄,player_head_ka+player_head_ka_luoyan,item_detail_20234030,集齐80个美屡魂魄，可合成英雄落雁。当拥有落雁时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234030,0
20234031,item_name_20234031,三颤魂魄,player_head_ka+player_head_ka_sanchan,item_detail_20234031,集齐30个美屡魂魄，可合成英雄三颤。当拥有三颤时，可用于英雄升星,8,3,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20234031,0
20235001,item_name_20235001,奇异之尘,item_function+icon_item_qyzc,item_detail_20235001,附魔道具，分解装备可获得,-1,2,2,9999,1,29910001,100,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20235001,0
20235002,item_name_20235002,魔法精华,item_function+icon_item_mfjh,item_detail_20235002,魔法精华，分解装备可获得,-1,2,3,9999,1,29910001,300,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20235002,0
20236001,item_name_20236001,助溶剂,item_function+icon_item_zrj,item_detail_20236001,助溶剂,-1,2,4,9999,1,29910001,30000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236001,0
20236002,item_name_20236002,幻化石,item_function+icon_item_hhs,item_detail_20236002,幻化功能使用,-1,2,3,9999,1,29910001,30000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236002,0
20236003,item_name_20236003,扫荡券,item_function+icon_item_sdq,item_detail_20236003,用于快速击杀BOSS的珍惜票券,-1,2,2,9999,1,29910001,1,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236003,0
20236004,item_name_20236004,训练药剂,item_potion+icon_item_xlyj,item_detail_20236004,用于公会训练,-1,2,2,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236004,0
20236005,item_name_20236005,灰烬使者徽记,item_function+icon_item_swxz_01,item_detail_20236005,灰烬使者徽记,-1,2,4,9999,1,29910001,30000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236005,0
20236006,item_name_20236006,改名卡,item_function+icon_item_gmk,item_detail_20236006,用于改名使用,-1,2,3,9999,1,29910001,30000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236006,0
20236007,item_name_20236007,传声盒,item_function+icon_item_csh,item_detail_20236007,用于千里传音,-1,2,3,9999,1,29910001,600,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236007,0
20236008,item_name_20236008,食人魔战鼓,item_function+icon_item_zg,item_detail_20236008,鼓舞道具,-1,2,3,9999,1,29910001,5000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236008,0
20236009,item_name_20236009,十字章,item_function+icon_item_szj,item_detail_20236009,复活道具,-1,2,3,9999,1,29910001,30000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236009,0
20236010,item_name_20236010,初级招募令,item_function+icon_item_zml_01,item_detail_20236010,初级召唤使用,-1,2,3,9999,1,0,0,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236010,0
20236011,item_name_20236011,高级招募令,item_function+icon_item_zml_02,item_detail_20236011,高级召唤使用,-1,2,4,9999,1,0,0,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236011,0
20236012,item_name_20236012,1级附魔石,item_function+icon_item_fms_01,item_detail_20236012,可用于装备附魔,-1,2,1,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236012,0
20236013,item_name_20236013,2级附魔石,item_function+icon_item_fms_02,item_detail_20236013,可用于装备附魔,-1,2,2,9999,1,29910001,20000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236013,0
20236014,item_name_20236014,3级附魔石,item_function+icon_item_fms_03,item_detail_20236014,可用于装备附魔,-1,2,3,9999,1,29910001,30000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236014,0
20236015,item_name_20236015,辛德拉的勋章,item_function+icon_item_swxz_02,item_detail_20236015,辛德拉阵营的荣誉勋章，可用于兑换装备,-1,2,4,9999,1,29910001,30000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236015,0
20236016,item_name_20236016,海达西亚勋章,item_function+icon_item_swxz_03,item_detail_20236016,海达西亚水元素阵营的荣誉勋章，可用于兑换装备,-1,2,4,9999,1,29910001,30000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236016,0
20236017,item_name_20236017,勇气勋章,item_function+icon_item_swxz_04,item_detail_20236017,勇气勋章，可用于兑换装备,-1,2,4,9999,1,29910001,30000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236017,0
20236018,item_name_20236018,蛛魔方尖碑,item_mission+icon_item_gd,item_detail_20236018,蛛魔氏族遗留下来的珍贵遗物，可用来兑换高级遗迹宝藏,6,2,3,9999,1,29910001,30000,1,999,1,1,-1,0,-1,112,-1,112,-1,item_function_20236018,0
20236019,item_name_20236019,上层精灵的卷轴,item_mission+icon_item_jz_06,item_detail_20236019,上层精灵氏族遗留下来的珍贵遗物，可用来兑换高级遗迹宝藏,6,2,3,9999,1,29910001,30000,1,999,1,1,-1,0,-1,112,-1,112,-1,item_function_20236019,0
20236020,item_name_20236020,魔古雕像碎片,item_mission+icon_item_sx_02,item_detail_20236020,魔古氏族遗留下来的珍贵遗物，可用来兑换高级遗迹宝藏,6,2,3,9999,1,29910001,30000,1,999,1,1,-1,0,-1,112,-1,112,-1,item_function_20236020,0
20236021,item_name_20236021,维库符文短棒,item_mission+icon_item_yyn,item_detail_20236021,维库氏族遗留下来的珍贵遗物，可用来兑换高级遗迹宝藏,6,2,4,9999,1,29910001,300000,1,999,1,1,-1,0,-1,112,-1,112,-1,item_function_20236021,0
20236022,item_name_20236022,德拉诺氏族演讲杖,item_mission+icon_item_ys_01,item_detail_20236022,德拉诺氏族遗留下来的珍贵遗物，可用来兑换高级遗迹宝藏,6,2,4,9999,1,29910001,300000,1,999,1,1,-1,0,-1,112,-1,112,-1,item_function_20236022,0
20236023,item_name_20236023,初级遗迹宝藏,target_reward+equip_50_fagong_shipin,item_detail_20236023,一般的宝藏，可进行十连初级招募,-1,2,3,9999,1,0,0,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236023,0
20236024,item_name_20236024,高级遗迹宝藏,target_reward+equip_t1_liliangfangyu_shipin,item_detail_20236024,罕见的宝藏，可进行十连高级招募,-1,2,4,9999,1,0,0,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236024,0
20236025,item_name_20236025,原始哈卡莱护臂,item_equip+item_zg_01_hb,item_detail_20236025,可用于兑换装备，装备适用职业：战士、潜行者、萨满\n来自古拉巴什帝国的贵重的权力珍宝。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236025,0
20236026,item_name_20236026,原始哈卡莱护腕,item_equip+item_zg_02_hw,item_detail_20236026,可用于兑换装备，装备适用职业：圣骑士、猎人、法师\n来自古拉巴什帝国的贵重的权力珍宝。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236026,0
20236027,item_name_20236027,原始哈卡莱直柱,item_equip+item_zg_03_zz,item_detail_20236027,可用于兑换装备，装备适用职业：牧师、术士、德鲁伊\n来自古拉巴什帝国的贵重的权力珍宝。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236027,0
20236028,item_name_20236028,原始哈卡莱徽章,item_equip+item_zg_04_hz,item_detail_20236028,可用于兑换装备，装备适用职业：圣骑士、萨满、德鲁伊\n来自古拉巴什帝国的贵重的权力珍宝。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236028,0
20236029,item_name_20236029,原始哈卡莱套索,item_equip+item_zg_05_ts,item_detail_20236029,可用于兑换装备，装备适用职业：战士、法师、术士\n来自古拉巴什帝国的贵重的权力珍宝。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236029,0
20236030,item_name_20236030,原始哈卡莱披肩,item_equip+item_zg_06_pj,item_detail_20236030,可用于兑换装备，装备适用职业：圣骑士、猎人、法师\n来自古拉巴什帝国的贵重的权力珍宝。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236030,0
20236031,item_name_20236031,原始哈卡莱束带,item_equip+item_zg_07_ds,item_detail_20236031,可用于兑换装备，装备适用职业：战士、潜行者、萨满\n来自古拉巴什帝国的贵重的权力珍宝。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236031,0
20236032,item_name_20236032,原始哈卡莱腰带,item_equip+item_zg_08_yd,item_detail_20236032,可用于兑换装备，装备适用职业：牧师、术士、德鲁伊\n来自古拉巴什帝国的贵重的权力珍宝。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236032,0
20236033,item_name_20236033,原始哈卡莱之盾,item_equip+item_zg_09_zd,item_detail_20236033,可用于兑换装备，装备适用职业：猎人、潜行者、牧师\n来自古拉巴什帝国的贵重的权力珍宝。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236033,0
20236034,item_name_20236034,其拉典礼戒指,item_equip+item_fx_01_dljz,item_detail_20236034,可用于兑换装备，装备适用职业：猎人、潜行者、牧师、术士,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236034,0
20236035,item_name_20236035,其拉将领戒指,item_equip+item_fx_02_jljz,item_detail_20236035,可用于兑换装备，装备适用职业：战士、圣骑士、萨满、法师、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236035,0
20236036,item_name_20236036,其拉帝王披风,item_equip+item_fx_03_dwpf,item_detail_20236036,可用于兑换装备，装备适用职业：圣骑士、猎人、萨满、术士、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236036,0
20236037,item_name_20236037,其拉军用披风,item_equip+item_fx_04_jypf,item_detail_20236037,可用于兑换装备，装备适用职业：战士、潜行者、牧师、法师,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236037,0
20236038,item_name_20236038,其拉装饰刀柄,item_equip+item_fx_05_zsdb,item_detail_20236038,可用于兑换装备，装备适用职业：牧师、法师、术士、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236038,0
20236039,item_name_20236039,其拉尖刺刀柄,item_equip+item_fx_06_jcdb,item_detail_20236039,可用于兑换装备，装备适用职业：战士、圣骑士、猎人、潜行者、萨满,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236039,0
20236040,item_name_20236040,其拉帝王徽记,item_equip+item_sm_01_hj,item_detail_20236040,可用于兑换副手武器\n其拉虫人贵族的徽记，由其拉施法者使用。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236040,0
20236041,item_name_20236041,其拉帝王武器,item_equip+item_sm_02_wq,item_detail_20236041,可用于兑换主手武器\n其拉虫人贵族的徽记，由其拉施法者使用。,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236041,0
20236042,item_name_20236042,其拉统御腕轮,item_equip+item_sm_03_wl,item_detail_20236042,可用于兑换装备，装备适用职业：圣骑士、萨满、法师、术士、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236042,0
20236043,item_name_20236043,其拉命令腕轮,item_equip+item_sm_04_wl,item_detail_20236043,可用于兑换装备，装备适用职业：战士、潜行者、猎人、牧师,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236043,0
20236044,item_name_20236044,维克洛尔的王冠,item_equip+item_sm_05_wg,item_detail_20236044,可用于兑换装备，装备适用职业：圣骑士、猎人、潜行者、萨满、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236044,0
20236045,item_name_20236045,维克尼拉斯的头饰,item_equip+item_sm_06_ts,item_detail_20236045,可用于兑换装备，装备适用职业：战士、牧师、法师、术士,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236045,0
20236046,item_name_20236046,奥罗的外皮,item_equip+item_sm_07_wp,item_detail_20236046,可用于兑换装备，装备适用职业：战士、潜行者、牧师、法师,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236046,0
20236047,item_name_20236047,巨型沙虫的皮,item_equip+item_sm_08_cp,item_detail_20236047,可用于兑换装备，装备适用职业：圣骑士、猎人、萨满、术士、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236047,0
20236048,item_name_20236048,上古之神的外鞘,item_equip+item_sm_09_wq,item_detail_20236048,可用于兑换装备，装备适用职业：牧师、法师、术士、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236048,0
20236049,item_name_20236049,上古之神的甲壳,item_equip+item_sm_10_jk,item_detail_20236049,可用于兑换装备，装备适用职业：战士、圣骑士、猎人、潜行者、萨满,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236049,0
20236050,item_name_20236050,被玷污的护腕,item_equip+item_naxx_01_hw,item_detail_20236050,可用于兑换装备，装备适用职业：战士、潜行者,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236050,0
20236051,item_name_20236051,被玷污的腕轮,item_equip+item_naxx_01_hw,item_detail_20236051,可用于兑换装备，装备适用职业：牧师、法师、术士,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236051,0
20236052,item_name_20236052,被玷污的腕甲,item_equip+item_naxx_01_hw,item_detail_20236052,可用于兑换装备，装备适用职业：圣骑士、猎人、萨满、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236052,0
20236053,item_name_20236053,被玷污的护手,item_equip+item_naxx_04_hs,item_detail_20236053,可用于兑换装备，装备适用职业：战士、潜行者,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236053,0
20236054,item_name_20236054,被玷污的手套,item_equip+item_naxx_04_hs,item_detail_20236054,可用于兑换装备，装备适用职业：牧师、法师、术士,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236054,0
20236055,item_name_20236055,被玷污的手甲,item_equip+item_naxx_04_hs,item_detail_20236055,可用于兑换装备，装备适用职业：圣骑士、猎人、萨满、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236055,0
20236056,item_name_20236056,被玷污的护腰,item_equip+item_naxx_07_hy,item_detail_20236056,可用于兑换装备，装备适用职业：战士、潜行者,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236056,0
20236057,item_name_20236057,被玷污的腰带,item_equip+item_naxx_07_hy,item_detail_20236057,可用于兑换装备，装备适用职业：牧师、法师、术士,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236057,0
20236058,item_name_20236058,被玷污的束带,item_equip+item_naxx_07_hy,item_detail_20236058,可用于兑换装备，装备适用职业：圣骑士、猎人、萨满、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236058,0
20236059,item_name_20236059,被玷污的腿铠,item_equip+item_naxx_10_tk,item_detail_20236059,可用于兑换装备，装备适用职业：战士、潜行者,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236059,0
20236060,item_name_20236060,被玷污的护腿,item_equip+item_naxx_11_ht,item_detail_20236060,可用于兑换装备，装备适用职业：牧师、法师、术士,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236060,0
20236061,item_name_20236061,被玷污的腿甲,item_equip+item_naxx_10_tk,item_detail_20236061,可用于兑换装备，装备适用职业：圣骑士、猎人、萨满、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236061,0
20236062,item_name_20236062,被玷污的肩铠,item_equip+item_naxx_13_jk,item_detail_20236062,可用于兑换装备，装备适用职业：战士、潜行者,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236062,0
20236063,item_name_20236063,被玷污的肩垫,item_equip+item_naxx_14_jd,item_detail_20236063,可用于兑换装备，装备适用职业：牧师、法师、术士,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236063,0
20236064,item_name_20236064,被玷污的肩饰,item_equip+item_naxx_14_jd,item_detail_20236064,可用于兑换装备，装备适用职业：圣骑士、猎人、萨满、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236064,0
20236065,item_name_20236065,被玷污的马靴,item_equip+item_naxx_16_mx,item_detail_20236065,可用于兑换装备，装备适用职业：战士、潜行者,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236065,0
20236066,item_name_20236066,被玷污的便鞋,item_equip+item_naxx_17_bx,item_detail_20236066,可用于兑换装备，装备适用职业：牧师、法师、术士,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236066,0
20236067,item_name_20236067,被玷污的长靴,item_equip+item_naxx_16_mx,item_detail_20236067,可用于兑换装备，装备适用职业：圣骑士、猎人、萨满、德鲁伊,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236067,0
20236068,item_name_20236068,被玷污的头盔,item_equip+item_naxx_19_tk,item_detail_20236068,可用于兑换装备，装备适用职业：战士、潜行者,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236068,0
20236069,item_name_20236069,被玷污的头环,item_equip+item_naxx_20_th,item_detail_20236069,可用于兑换装备，装备适用职业：牧师、法师、术士,-1,2,4,9999,1,29910001,60000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20236069,0
