id,pre_id_0,pre_id_1,pre_id_2,pre_id_3,title,icon,simple_desc,accept_desc,desc,finish_type,param_0,param_1,param_2,param_3,accept_show,type,is_open,group,open_level,count_limit,adapt_level,circle,rate,can_drop,publish_npc_id,commit_npc_id,exp,exp_rate,gold,gold_rate,package_id,roll_drop,show_reward_0,show_reward_1,show_reward_2,show_reward_3,show_reward_4,fail_text,pre_text_0,pre_action_0,pre_isnpc_0,pre_text_1,pre_action_1,pre_isnpc_1,pre_text_2,pre_action_2,pre_isnpc_2,pre_text_3,pre_action_3,pre_isnpc_3,pre_text_4,pre_action_4,pre_isnpc_4,finish_text_0,finish_action_0,finish_isnpc_0,finish_text_1,finish_action_1,finish_isnpc_1,finish_text_2,finish_action_2,finish_isnpc_2,finish_text_3,finish_action_3,finish_isnpc_3,finish_text_4,finish_action_4,finish_isnpc_4,AccecptDialogType,get_text_0,get_action_0,get_isnpc_0,get_text_1,get_action_1,get_isnpc_1,get_text_2,get_action_2,get_isnpc_2,get_text_3,get_action_3,get_isnpc_3,get_text_4,get_action_4,get_isnpc_4,animaion_pos,animation_id,other_npc_group
54610,-1,-1,-1,-1,mis_title_54610,target_reward+icon_item_swxz_01,mis_sim_54610,"",mis_desc_54610,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,1042,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54610_1,-1,37042,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54610_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54611,-1,-1,-1,-1,mis_title_54611,target_reward+icon_item_swxz_01,mis_sim_54611,"",mis_desc_54611,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,1043,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54611_1,-1,37043,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54611_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54612,-1,-1,-1,-1,mis_title_54612,target_reward+icon_item_swxz_01,mis_sim_54612,"",mis_desc_54612,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,1044,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54612_1,-1,37044,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54612_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54613,-1,-1,-1,-1,mis_title_54613,target_reward+icon_item_swxz_01,mis_sim_54613,"",mis_desc_54613,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,1045,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54613_1,-1,37045,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54613_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54614,-1,-1,-1,-1,mis_title_54614,target_reward+icon_item_swxz_01,mis_sim_54614,"",mis_desc_54614,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,1021,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54614_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54614_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54615,-1,-1,-1,-1,mis_title_54615,target_reward+icon_item_swxz_01,mis_sim_54615,"",mis_desc_54615,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,1022,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54615_1,-1,37022,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54615_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54616,-1,-1,-1,-1,mis_title_54616,target_reward+icon_item_swxz_01,mis_sim_54616,"",mis_desc_54616,4,28911108,1000100040,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,-1,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54616_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54617,-1,-1,-1,-1,mis_title_54617,target_reward+icon_item_swxz_01,mis_sim_54617,"",mis_desc_54617,4,28911108,1000500040,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,-1,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54617_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54618,-1,-1,-1,-1,mis_title_54618,target_reward+icon_item_swxz_01,mis_sim_54618,"",mis_desc_54618,4,28911108,1000300024,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,-1,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54618_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54619,-1,-1,-1,-1,mis_title_54619,target_reward+icon_item_swxz_01,mis_sim_54619,"",mis_desc_54619,4,28911108,1000700042,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,-1,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54619_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54620,-1,-1,-1,-1,mis_title_54620,target_reward+icon_item_swxz_01,mis_sim_54620,"",mis_desc_54620,4,28911108,1000800037,-1,-1,0,2,1,-1,-1,1,1,7,10,1,1,-1,0,1.09,0,1.09,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54620_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54701,-1,-1,-1,-1,mis_title_54701,target_reward+icon_item_swxz_01,mis_sim_54701,"",mis_desc_54701,3,1003,2688,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,-1,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54701_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54702,-1,-1,-1,-1,mis_title_54702,target_reward+icon_item_swxz_01,mis_sim_54702,"",mis_desc_54702,3,1011,2689,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,-1,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54702_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54703,-1,-1,-1,-1,mis_title_54703,target_reward+icon_item_swxz_01,mis_sim_54703,"",mis_desc_54703,3,1012,2690,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,-1,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54703_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54704,-1,-1,-1,-1,mis_title_54704,target_reward+icon_item_swxz_01,mis_sim_54704,"",mis_desc_54704,3,1013,2691,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,-1,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54704_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54705,-1,-1,-1,-1,mis_title_54705,target_reward+icon_item_swxz_01,mis_sim_54705,"",mis_desc_54705,3,1014,2692,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,-1,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54705_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54706,-1,-1,-1,-1,mis_title_54706,target_reward+icon_item_swxz_01,mis_sim_54706,"",mis_desc_54706,3,1015,2693,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,-1,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54706_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54707,-1,-1,-1,-1,mis_title_54707,target_reward+icon_item_swxz_01,mis_sim_54707,"",mis_desc_54707,3,1016,2694,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,-1,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54707_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54708,-1,-1,-1,-1,mis_title_54708,target_reward+icon_item_swxz_01,mis_sim_54708,"",mis_desc_54708,3,2511,2665,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,-1,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54708_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54709,-1,-1,-1,-1,mis_title_54709,target_reward+icon_item_swxz_01,mis_sim_54709,"",mis_desc_54709,3,2512,2666,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,-1,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54709_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54710,-1,-1,-1,-1,mis_title_54710,target_reward+icon_item_swxz_01,mis_sim_54710,"",mis_desc_54710,3,2513,2673,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,-1,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54710_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54711,-1,-1,-1,-1,mis_title_54711,target_reward+icon_item_swxz_01,mis_sim_54711,"",mis_desc_54711,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1023,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54711_1,-1,37023,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54711_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54712,-1,-1,-1,-1,mis_title_54712,target_reward+icon_item_swxz_01,mis_sim_54712,"",mis_desc_54712,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1024,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54712_1,-1,37025,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54712_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54713,-1,-1,-1,-1,mis_title_54713,target_reward+icon_item_swxz_01,mis_sim_54713,"",mis_desc_54713,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1025,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54713_1,-1,37024,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54713_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54714,-1,-1,-1,-1,mis_title_54714,target_reward+icon_item_swxz_01,mis_sim_54714,"",mis_desc_54714,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1001,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54714_1,-1,37001,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54714_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54715,-1,-1,-1,-1,mis_title_54715,target_reward+icon_item_swxz_01,mis_sim_54715,"",mis_desc_54715,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1002,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54715_1,-1,37002,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54715_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54716,-1,-1,-1,-1,mis_title_54716,target_reward+icon_item_swxz_01,mis_sim_54716,"",mis_desc_54716,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1003,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54716_1,-1,37003,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54716_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54717,-1,-1,-1,-1,mis_title_54717,target_reward+icon_item_swxz_01,mis_sim_54717,"",mis_desc_54717,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1011,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54717_1,-1,37011,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54717_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54718,-1,-1,-1,-1,mis_title_54718,target_reward+icon_item_swxz_01,mis_sim_54718,"",mis_desc_54718,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1012,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54718_1,-1,37012,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54718_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54719,-1,-1,-1,-1,mis_title_54719,target_reward+icon_item_swxz_01,mis_sim_54719,"",mis_desc_54719,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1013,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54719_1,-1,37013,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54719_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54720,-1,-1,-1,-1,mis_title_54720,target_reward+icon_item_swxz_01,mis_sim_54720,"",mis_desc_54720,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1014,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54720_1,-1,37014,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54720_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54721,-1,-1,-1,-1,mis_title_54721,target_reward+icon_item_swxz_01,mis_sim_54721,"",mis_desc_54721,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1015,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54721_1,-1,37015,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54721_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54722,-1,-1,-1,-1,mis_title_54722,target_reward+icon_item_swxz_01,mis_sim_54722,"",mis_desc_54722,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,1016,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54722_1,-1,37016,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54722_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54723,-1,-1,-1,-1,mis_title_54723,target_reward+icon_item_swxz_01,mis_sim_54723,"",mis_desc_54723,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,2521,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54723_1,-1,36034,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54723_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54724,-1,-1,-1,-1,mis_title_54724,target_reward+icon_item_swxz_01,mis_sim_54724,"",mis_desc_54724,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,2522,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54724_1,-1,35024,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54724_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54725,-1,-1,-1,-1,mis_title_54725,target_reward+icon_item_swxz_01,mis_sim_54725,"",mis_desc_54725,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,8,10,1,1,2522,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54725_1,-1,35025,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54725_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54726,-1,-1,-1,-1,mis_title_54726,target_reward+icon_item_swxz_01,mis_sim_54726,"",mis_desc_54726,1,28911080,1,122,-1,0,2,1,-1,-1,1,1,8,10,1,1,118,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,mis_fail_54726,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54726_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54726_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54727,-1,-1,-1,-1,mis_title_54727,target_reward+icon_item_swxz_01,mis_sim_54727,"",mis_desc_54727,1,28911081,1,122,-1,0,2,1,-1,-1,1,1,8,10,1,1,118,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,mis_fail_54727,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54727_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54727_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54728,-1,-1,-1,-1,mis_title_54728,target_reward+icon_item_swxz_01,mis_sim_54728,"",mis_desc_54728,1,28911083,1,122,-1,0,2,1,-1,-1,1,1,8,10,1,1,118,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,mis_fail_54728,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54728_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54728_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54729,-1,-1,-1,-1,mis_title_54729,target_reward+icon_item_swxz_01,mis_sim_54729,"",mis_desc_54729,1,28911084,1,122,-1,0,2,1,-1,-1,1,1,8,10,1,1,118,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,mis_fail_54729,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54729_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54729_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54730,-1,-1,-1,-1,mis_title_54730,target_reward+icon_item_swxz_01,mis_sim_54730,"",mis_desc_54730,1,28911085,1,122,-1,0,2,1,-1,-1,1,1,8,10,1,1,118,0,1.15,0,1.15,-1,-1,29910008,29910014,-1,-1,-1,mis_fail_54730,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54730_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54730_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54801,-1,-1,-1,-1,mis_title_54801,target_reward+icon_item_swxz_01,mis_sim_54801,"",mis_desc_54801,3,2506,2695,-1,-1,0,2,1,-1,-1,1,1,9,10,1,1,-1,0,1.21,0,1.21,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54801_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54802,-1,-1,-1,-1,mis_title_54802,target_reward+icon_item_swxz_01,mis_sim_54802,"",mis_desc_54802,3,1021,2696,-1,-1,0,2,1,-1,-1,1,1,9,10,1,1,-1,0,1.21,0,1.21,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54802_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54803,-1,-1,-1,-1,mis_title_54803,target_reward+icon_item_swxz_01,mis_sim_54803,"",mis_desc_54803,3,1022,2697,-1,-1,0,2,1,-1,-1,1,1,9,10,1,1,-1,0,1.21,0,1.21,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54803_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54804,-1,-1,-1,-1,mis_title_54804,target_reward+icon_item_swxz_01,mis_sim_54804,"",mis_desc_54804,3,1023,2698,-1,-1,0,2,1,-1,-1,1,1,9,10,1,1,-1,0,1.21,0,1.21,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54804_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54805,-1,-1,-1,-1,mis_title_54805,target_reward+icon_item_swxz_01,mis_sim_54805,"",mis_desc_54805,3,1024,2699,-1,-1,0,2,1,-1,-1,1,1,9,10,1,1,-1,0,1.21,0,1.21,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54805_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
54806,-1,-1,-1,-1,mis_title_54806,target_reward+icon_item_swxz_01,mis_sim_54806,"",mis_desc_54806,0,-1,-1,-1,-1,0,2,1,-1,-1,1,1,9,10,1,1,2513,0,1.21,0,1.21,-1,-1,29910008,29910014,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_54806_1,-1,36213,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,1,mis_get_54806_1,-1,36107,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
