id,group,level,,,,,,,,,,,,battle_info.endurance,battle_info.physical_strength,battle_info.agile,battle_info.intelligence,battle_info.spirit,battle_info.hp,battle_info.physical_attack,battle_info.magic_attack,battle_info.physical_armor,battle_info.magic_armor,battle_info.critical,battle_info.toughness,battle_info.accurate,battle_info.dodge,battle_info.move_speed,battle_info.attack_speed,battle_info.skill
2200,36,41,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,434,295,295,295,295,17464,3706,3706,926,1296,523,523,523,523,-1,-1,-1
2201,36,42,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,441,300,300,300,300,17706,3757,3757,937,1312,530,530,530,530,-1,-1,-1
2202,36,43,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,449,305,305,305,305,17948,3808,3808,948,1327,536,536,536,536,-1,-1,-1
2203,36,44,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,456,310,310,310,310,18190,3859,3859,959,1343,543,543,543,543,-1,-1,-1
2204,36,45,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496,338,338,338,338,20275,4310,4310,1079,1511,598,598,598,598,-1,-1,-1
2205,36,46,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,503,343,343,343,343,20519,4361,4361,1090,1526,605,605,605,605,-1,-1,-1
2206,36,47,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,511,348,348,348,348,20764,4413,4413,1101,1542,611,611,611,611,-1,-1,-1
2207,36,48,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,518,353,353,353,353,21008,4464,4464,1113,1558,618,618,618,618,-1,-1,-1
2208,36,49,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,526,358,358,358,358,21252,4515,4515,1124,1573,625,625,625,625,-1,-1,-1
2209,36,50,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,611,419,419,419,419,26352,5614,5614,1428,1999,764,764,764,764,-1,-1,-1
2210,36,51,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,620,425,425,425,425,26633,5673,5673,1440,2016,770,770,770,770,-1,-1,-1
2211,36,52,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,629,431,431,431,431,26913,5732,5732,1453,2034,777,777,777,777,-1,-1,-1
2212,36,53,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,638,437,437,437,437,27194,5791,5791,1465,2051,784,784,784,784,-1,-1,-1
2213,36,54,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,647,443,443,443,443,27475,5850,5850,1477,2068,791,791,791,791,-1,-1,-1
2214,36,55,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,690,476,476,476,476,30310,6474,6474,1644,2302,857,857,857,857,-1,-1,-1
2215,36,56,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,699,482,482,482,482,30596,6534,6534,1657,2320,864,864,864,864,-1,-1,-1
2216,36,57,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,708,488,488,488,488,30883,6594,6594,1669,2337,871,871,871,871,-1,-1,-1
2217,36,58,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,717,494,494,494,494,31169,6654,6654,1682,2355,878,878,878,878,-1,-1,-1
2218,36,59,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,726,500,500,500,500,31455,6714,6714,1694,2372,884,884,884,884,-1,-1,-1
2219,36,60,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,857,591,591,591,591,39710,8478,8478,2189,3064,1104,1104,1104,1104,-1,-1,-1
2220,37,1,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,5,5,5,5,270,57,57,13,13,12,14,12,14,-1,-1,-1
2221,37,2,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,7,7,7,7,330,69,69,15,15,18,22,18,22,-1,-1,-1
2222,37,3,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,9,9,9,9,390,82,82,17,17,24,29,24,29,-1,-1,-1
2223,37,4,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,11,11,11,11,450,95,95,18,18,30,36,30,36,-1,-1,-1
2224,37,5,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,14,14,14,14,585,123,123,25,25,36,43,36,43,-1,-1,-1
2225,37,6,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,16,16,16,16,645,135,135,27,27,42,50,42,50,-1,-1,-1
2226,37,7,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27,18,18,18,18,705,148,148,28,28,48,58,48,58,-1,-1,-1
2227,37,8,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,20,20,20,20,765,161,161,30,30,54,65,54,65,-1,-1,-1
2228,37,9,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33,22,22,22,22,825,173,173,31,31,60,72,60,72,-1,-1,-1
2229,37,10,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,44,44,44,44,1560,328,328,54,54,66,79,66,79,-1,-1,-1
2230,37,11,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,46,46,46,46,1650,347,347,58,58,72,86,72,86,-1,-1,-1
2231,37,12,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73,49,49,49,49,1740,365,365,61,61,78,94,78,94,-1,-1,-1
2232,37,13,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77,52,52,52,52,1928,405,405,72,72,84,101,84,101,-1,-1,-1
2233,37,14,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,54,54,54,54,2025,425,425,76,76,90,108,90,108,-1,-1,-1
2234,37,15,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116,77,77,77,77,2835,595,595,104,104,96,115,96,115,-1,-1,-1
2235,37,16,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,119,79,79,79,79,2940,617,617,108,108,102,122,102,122,-1,-1,-1
2236,37,17,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,123,82,82,82,82,3045,639,639,113,113,108,130,108,130,-1,-1,-1
2237,37,18,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,128,85,85,85,85,3285,690,690,127,127,114,137,114,137,-1,-1,-1
2238,37,19,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131,87,87,87,87,3398,713,713,132,132,120,144,120,144,-1,-1,-1
2239,37,20,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167,113,113,113,113,4798,1020,1020,206,206,150,180,150,180,-1,-1,-1
2240,37,21,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172,117,117,117,117,4949,1052,1052,212,212,156,187,156,187,-1,-1,-1
2241,37,22,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,177,120,120,120,120,5101,1084,1084,219,219,162,194,162,194,-1,-1,-1
2242,37,23,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184,125,125,125,125,5426,1152,1152,237,237,168,202,168,202,-1,-1,-1
2243,37,24,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,190,128,128,128,128,5585,1186,1186,244,244,174,209,174,209,-1,-1,-1
2244,37,25,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,227,153,153,153,153,7025,1488,1488,319,319,204,245,204,245,-1,-1,-1
2245,37,26,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,232,157,157,157,157,7191,1523,1523,327,327,210,252,210,252,-1,-1,-1
2246,37,27,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,238,160,160,160,160,7358,1558,1558,334,334,216,259,216,259,-1,-1,-1
2247,37,28,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245,165,165,165,165,7737,1637,1637,356,356,222,266,222,266,-1,-1,-1
2248,37,29,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,251,169,169,169,169,7911,1674,1674,365,365,228,274,228,274,-1,-1,-1
2249,37,30,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,276,188,188,188,188,10424,2215,2215,537,537,317,380,317,380,-1,-1,-1
2250,37,31,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,282,192,192,192,192,10634,2259,2259,548,548,323,388,323,388,-1,-1,-1
2251,37,32,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,288,196,196,196,196,10843,2303,2303,558,558,330,396,330,396,-1,-1,-1
2252,37,33,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,294,200,200,200,200,11052,2347,2347,568,568,337,404,337,404,-1,-1,-1
2253,37,34,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300,204,204,204,204,11261,2390,2390,578,578,344,412,344,412,-1,-1,-1
2254,37,35,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,387,262,262,262,262,13857,2936,2936,691,691,386,464,386,464,-1,-1,-1
2255,37,36,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,394,267,267,267,267,14096,2986,2986,702,702,393,472,393,472,-1,-1,-1
2256,37,37,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,402,272,272,272,272,14336,3036,3036,713,713,400,480,400,480,-1,-1,-1
2257,37,38,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,409,277,277,277,277,14576,3087,3087,724,724,407,488,407,488,-1,-1,-1
2258,37,39,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,417,282,282,282,282,14816,3137,3137,735,735,413,496,413,496,-1,-1,-1
2259,37,40,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,426,290,290,290,290,17222,3655,3655,915,915,516,619,516,619,-1,-1,-1
2260,37,41,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,434,295,295,295,295,17464,3706,3706,926,926,523,627,523,627,-1,-1,-1
2261,37,42,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,441,300,300,300,300,17706,3757,3757,937,937,530,635,530,635,-1,-1,-1
2262,37,43,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,449,305,305,305,305,17948,3808,3808,948,948,536,644,536,644,-1,-1,-1
2263,37,44,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,456,310,310,310,310,18190,3859,3859,959,959,543,652,543,652,-1,-1,-1
2264,37,45,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496,338,338,338,338,20275,4310,4310,1079,1079,598,717,598,717,-1,-1,-1
2265,37,46,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,503,343,343,343,343,20519,4361,4361,1090,1090,605,725,605,725,-1,-1,-1
2266,37,47,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,511,348,348,348,348,20764,4413,4413,1101,1101,611,734,611,734,-1,-1,-1
2267,37,48,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,518,353,353,353,353,21008,4464,4464,1113,1113,618,742,618,742,-1,-1,-1
2268,37,49,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,526,358,358,358,358,21252,4515,4515,1124,1124,625,750,625,750,-1,-1,-1
2269,37,50,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,611,419,419,419,419,26352,5614,5614,1428,1428,764,916,764,916,-1,-1,-1
2270,37,51,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,620,425,425,425,425,26633,5673,5673,1440,1440,770,924,770,924,-1,-1,-1
2271,37,52,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,629,431,431,431,431,26913,5732,5732,1453,1453,777,932,777,932,-1,-1,-1
2272,37,53,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,638,437,437,437,437,27194,5791,5791,1465,1465,784,941,784,941,-1,-1,-1
2273,37,54,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,647,443,443,443,443,27475,5850,5850,1477,1477,791,949,791,949,-1,-1,-1
2274,37,55,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,690,476,476,476,476,30310,6474,6474,1644,1644,857,1029,857,1029,-1,-1,-1
2275,37,56,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,699,482,482,482,482,30596,6534,6534,1657,1657,864,1037,864,1037,-1,-1,-1
2276,37,57,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,708,488,488,488,488,30883,6594,6594,1669,1669,871,1045,871,1045,-1,-1,-1
2277,37,58,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,717,494,494,494,494,31169,6654,6654,1682,1682,878,1053,878,1053,-1,-1,-1
2278,37,59,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,726,500,500,500,500,31455,6714,6714,1694,1694,884,1061,884,1061,-1,-1,-1
2279,37,60,5,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,857,591,591,591,591,39710,8478,8478,2189,2189,1104,1325,1104,1325,-1,-1,-1
2280,38,1,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,5,5,5,5,270,61,61,13,13,14,12,12,12,-1,-1,-1
2281,38,2,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,7,7,7,7,330,74,74,15,15,22,18,18,18,-1,-1,-1
2282,38,3,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,9,9,9,9,390,88,88,17,17,29,24,24,24,-1,-1,-1
2283,38,4,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,11,11,11,11,450,101,101,18,18,36,30,30,30,-1,-1,-1
2284,38,5,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,14,14,14,14,585,132,132,25,25,43,36,36,36,-1,-1,-1
2285,38,6,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,16,16,16,16,645,145,145,27,27,50,42,42,42,-1,-1,-1
2286,38,7,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27,18,18,18,18,705,159,159,28,28,58,48,48,48,-1,-1,-1
2287,38,8,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,20,20,20,20,765,172,172,30,30,65,54,54,54,-1,-1,-1
2288,38,9,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33,22,22,22,22,825,186,186,31,31,72,60,60,60,-1,-1,-1
2289,38,10,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,44,44,44,44,1560,351,351,54,54,79,66,66,66,-1,-1,-1
2290,38,11,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,46,46,46,46,1650,371,371,58,58,86,72,72,72,-1,-1,-1
2291,38,12,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73,49,49,49,49,1740,392,392,61,61,94,78,78,78,-1,-1,-1
2292,38,13,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77,52,52,52,52,1928,434,434,72,72,101,84,84,84,-1,-1,-1
2293,38,14,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,54,54,54,54,2025,456,456,76,76,108,90,90,90,-1,-1,-1
2294,38,15,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116,77,77,77,77,2835,638,638,104,104,115,96,96,96,-1,-1,-1
2295,38,16,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,119,79,79,79,79,2940,662,662,108,108,122,102,102,102,-1,-1,-1
2296,38,17,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,123,82,82,82,82,3045,685,685,113,113,130,108,108,108,-1,-1,-1
2297,38,18,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,128,85,85,85,85,3285,739,739,127,127,137,114,114,114,-1,-1,-1
2298,38,19,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131,87,87,87,87,3398,764,764,132,132,144,120,120,120,-1,-1,-1
2299,38,20,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167,113,113,113,113,4798,1093,1093,206,206,180,150,150,150,-1,-1,-1
2300,38,21,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172,117,117,117,117,4949,1127,1127,212,212,187,156,156,156,-1,-1,-1
2301,38,22,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,177,120,120,120,120,5101,1161,1161,219,219,194,162,162,162,-1,-1,-1
2302,38,23,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184,125,125,125,125,5426,1235,1235,237,237,202,168,168,168,-1,-1,-1
2303,38,24,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,190,128,128,128,128,5585,1270,1270,244,244,209,174,174,174,-1,-1,-1
2304,38,25,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,227,153,153,153,153,7025,1594,1594,319,319,245,204,204,204,-1,-1,-1
2305,38,26,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,232,157,157,157,157,7191,1632,1632,327,327,252,210,210,210,-1,-1,-1
2306,38,27,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,238,160,160,160,160,7358,1669,1669,334,334,259,216,216,216,-1,-1,-1
2307,38,28,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245,165,165,165,165,7737,1754,1754,356,356,266,222,222,222,-1,-1,-1
2308,38,29,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,251,169,169,169,169,7911,1794,1794,365,365,274,228,228,228,-1,-1,-1
2309,38,30,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,276,188,188,188,188,10424,2373,2373,537,537,380,317,317,317,-1,-1,-1
2310,38,31,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,282,192,192,192,192,10634,2420,2420,548,548,388,323,323,323,-1,-1,-1
2311,38,32,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,288,196,196,196,196,10843,2467,2467,558,558,396,330,330,330,-1,-1,-1
2312,38,33,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,294,200,200,200,200,11052,2514,2514,568,568,404,337,337,337,-1,-1,-1
2313,38,34,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300,204,204,204,204,11261,2561,2561,578,578,412,344,344,344,-1,-1,-1
2314,38,35,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,387,262,262,262,262,13857,3145,3145,691,691,464,386,386,386,-1,-1,-1
2315,38,36,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,394,267,267,267,267,14096,3199,3199,702,702,472,393,393,393,-1,-1,-1
2316,38,37,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,402,272,272,272,272,14336,3253,3253,713,713,480,400,400,400,-1,-1,-1
2317,38,38,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,409,277,277,277,277,14576,3307,3307,724,724,488,407,407,407,-1,-1,-1
2318,38,39,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,417,282,282,282,282,14816,3361,3361,735,735,496,413,413,413,-1,-1,-1
2319,38,40,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,426,290,290,290,290,17222,3917,3917,915,915,619,516,516,516,-1,-1,-1
2320,38,41,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,434,295,295,295,295,17464,3971,3971,926,926,627,523,523,523,-1,-1,-1
2321,38,42,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,441,300,300,300,300,17706,4025,4025,937,937,635,530,530,530,-1,-1,-1
2322,38,43,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,449,305,305,305,305,17948,4080,4080,948,948,644,536,536,536,-1,-1,-1
2323,38,44,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,456,310,310,310,310,18190,4134,4134,959,959,652,543,543,543,-1,-1,-1
2324,38,45,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496,338,338,338,338,20275,4618,4618,1079,1079,717,598,598,598,-1,-1,-1
2325,38,46,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,503,343,343,343,343,20519,4673,4673,1090,1090,725,605,605,605,-1,-1,-1
2326,38,47,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,511,348,348,348,348,20764,4728,4728,1101,1101,734,611,611,611,-1,-1,-1
2327,38,48,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,518,353,353,353,353,21008,4783,4783,1113,1113,742,618,618,618,-1,-1,-1
2328,38,49,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,526,358,358,358,358,21252,4838,4838,1124,1124,750,625,625,625,-1,-1,-1
2329,38,50,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,611,419,419,419,419,26352,6015,6015,1428,1428,916,764,764,764,-1,-1,-1
2330,38,51,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,620,425,425,425,425,26633,6078,6078,1440,1440,924,770,770,770,-1,-1,-1
2331,38,52,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,629,431,431,431,431,26913,6141,6141,1453,1453,932,777,777,777,-1,-1,-1
2332,38,53,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,638,437,437,437,437,27194,6205,6205,1465,1465,941,784,784,784,-1,-1,-1
2333,38,54,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,647,443,443,443,443,27475,6268,6268,1477,1477,949,791,791,791,-1,-1,-1
2334,38,55,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,690,476,476,476,476,30310,6936,6936,1644,1644,1029,857,857,857,-1,-1,-1
2335,38,56,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,699,482,482,482,482,30596,7001,7001,1657,1657,1037,864,864,864,-1,-1,-1
2336,38,57,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,708,488,488,488,488,30883,7065,7065,1669,1669,1045,871,871,871,-1,-1,-1
2337,38,58,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,717,494,494,494,494,31169,7130,7130,1682,1682,1053,878,878,878,-1,-1,-1
2338,38,59,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,726,500,500,500,500,31455,7194,7194,1694,1694,1061,884,884,884,-1,-1,-1
2339,38,60,5,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,857,591,591,591,591,39710,9083,9083,2189,2189,1325,1104,1104,1104,-1,-1,-1
2340,39,1,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,5,5,5,5,270,61,61,13,13,14,12,12,12,-1,-1,-1
2341,39,2,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,7,7,7,7,330,74,74,15,15,22,18,18,18,-1,-1,-1
2342,39,3,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,9,9,9,9,390,88,88,17,17,29,24,24,24,-1,-1,-1
2343,39,4,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,11,11,11,11,450,101,101,18,18,36,30,30,30,-1,-1,-1
2344,39,5,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,14,14,14,14,585,132,132,25,25,43,36,36,36,-1,-1,-1
2345,39,6,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,16,16,16,16,645,145,145,27,27,50,42,42,42,-1,-1,-1
2346,39,7,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27,18,18,18,18,705,159,159,28,28,58,48,48,48,-1,-1,-1
2347,39,8,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,20,20,20,20,765,172,172,30,30,65,54,54,54,-1,-1,-1
2348,39,9,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33,22,22,22,22,825,186,186,31,31,72,60,60,60,-1,-1,-1
2349,39,10,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,44,44,44,44,1560,351,351,54,54,79,66,66,66,-1,-1,-1
2350,39,11,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,46,46,46,46,1650,371,371,58,58,86,72,72,72,-1,-1,-1
2351,39,12,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73,49,49,49,49,1740,392,392,61,61,94,78,78,78,-1,-1,-1
2352,39,13,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77,52,52,52,52,1928,434,434,72,72,101,84,84,84,-1,-1,-1
2353,39,14,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,54,54,54,54,2025,456,456,76,76,108,90,90,90,-1,-1,-1
2354,39,15,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116,77,77,77,77,2835,638,638,104,104,115,96,96,96,-1,-1,-1
2355,39,16,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,119,79,79,79,79,2940,662,662,108,108,122,102,102,102,-1,-1,-1
2356,39,17,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,123,82,82,82,82,3045,685,685,113,113,130,108,108,108,-1,-1,-1
2357,39,18,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,128,85,85,85,85,3285,739,739,127,127,137,114,114,114,-1,-1,-1
2358,39,19,5,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131,87,87,87,87,3398,764,764,132,132,144,120,120,120,-1,-1,-1
