id,name,note,desc,not,type,weapon_type,icon,res,color,level_limit,equip_level,gem_slot_count,race_limit,prof_limit,talent_limit,init_durable,suit_group_id,property_effect.skill,property_effect.endurance,property_effect.physical_strength,property_effect.agile,property_effect.intelligence,property_effect.spirit,property_effect.hp,property_effect.physical_attack,property_effect.magic_attack,property_effect.physical_armor,property_effect.magic_armor,property_effect.critical,property_effect.toughness,property_effect.accurate,property_effect.dodge,property_effect.move_speed,property_effect.attack_speed,strength_type,strength_value
12130106,equip_name_12130106,瘟疫之心头饰,equip_detail_12130106,术士t3套装,3,-1,equip_level_t3+equip_shushi_t3_tou,53,4,60,88,3,0,6,0,120,648,-1,31,0,0,13,0,0,0,0,0,528,26,0,18,0,0,0,magic_armor,4.0
12130107,equip_name_12130107,信仰头环,equip_detail_12130107,牧师t3套装,3,-1,equip_level_t3+equip_mushi_t3_tou,54,4,60,88,3,0,7,0,120,659,-1,31,0,0,13,0,0,0,0,0,528,26,0,18,0,0,0,magic_armor,4.0
12130108,equip_name_12130108,眼柄头巾,equip_detail_12130108,60级装备散件,3,-1,equip_level_50+equip_50_fashi_toukui,68,4,60,88,3,0,4|6|7,0,120,-1,-1,31,0,0,13,0,0,0,0,0,528,26,0,18,0,0,0,magic_armor,4.0
12130109,equip_name_12130109,救赎头饰,equip_detail_12130109,圣骑士t3套装,3,-1,equip_level_t3+equip_shengqishi_t3_tou,47,4,60,88,3,0,8,0,120,579,-1,31,13,0,0,0,0,0,0,0,528,0,26,0,18,0,0,magic_armor,4.0
12130110,equip_name_12130110,无畏头盔,equip_detail_12130110,战士t3套装,3,-1,equip_level_t3+equip_zhanshi_t3_tou,46,4,60,88,3,0,1,0,120,561,-1,31,13,0,0,0,0,0,0,0,528,0,26,0,18,0,0,magic_armor,4.0
12130111,equip_name_12130111,救赎头饰,equip_detail_12130111,圣骑士t3套装,3,-1,equip_level_t3+equip_shengqishi_t3_tou,47,4,60,88,3,0,8,0,120,580,-1,31,13,0,0,0,0,0,0,0,528,26,0,18,0,0,0,magic_armor,4.0
12130112,equip_name_12130112,无畏头盔,equip_detail_12130112,战士t3套装,3,-1,equip_level_t3+equip_zhanshi_t3_tou,46,4,60,88,3,0,1,0,120,562,-1,31,13,0,0,0,0,0,0,0,528,26,0,18,0,0,0,magic_armor,4.0
12130113,equip_name_12130113,地穴追猎者头饰,equip_detail_12130113,猎人t3套装,3,-1,equip_level_t3+equip_lieren_t3_tou,48,4,60,88,3,0,3,0,120,606,-1,31,0,13,0,0,0,0,0,0,528,26,0,18,0,0,0,magic_armor,4.0
12130114,equip_name_12130114,骨镰头盔,equip_detail_12130114,盗贼t3套装,3,-1,equip_level_t3+equip_daozei_t3_tou,50,4,60,88,3,0,9,0,120,634,-1,31,0,13,0,0,0,0,0,0,528,26,0,18,0,0,0,magic_armor,4.0
12130115,equip_name_12130115,梦游者头饰,equip_detail_12130115,德鲁伊t3套装,3,-1,equip_level_t3+equip_t3_deluyi_tou,51,4,60,88,3,0,5,0,120,621,-1,31,0,13,0,0,0,0,0,0,528,26,0,18,0,0,0,magic_armor,4.0
12130116,equip_name_12130116,碎地者头饰,equip_detail_12130116,萨满t3套装,3,-1,equip_level_t3+equip_saman_t3_tou,49,4,60,88,3,0,2,0,120,597,-1,31,0,13,0,0,0,0,0,0,528,26,0,18,0,0,0,magic_armor,4.0
12130117,equip_name_12130117,梦游者头饰,equip_detail_12130117,德鲁伊t3套装,3,-1,equip_level_t3+equip_t3_deluyi_tou,51,4,60,88,3,0,5,0,120,622,-1,31,0,13,0,0,0,0,0,0,528,0,26,0,18,0,0,magic_armor,4.0
12130118,equip_name_12130118,救赎头饰,equip_detail_12130118,圣骑士t3套装,3,-1,equip_level_t3+equip_shengqishi_t3_tou,47,4,60,88,3,0,8,0,120,581,-1,31,0,0,0,13,0,0,0,0,528,26,18,0,0,0,0,magic_armor,4.0
12130119,equip_name_12130119,梦游者头饰,equip_detail_12130119,德鲁伊t3套装,3,-1,equip_level_t3+equip_t3_deluyi_tou,51,4,60,88,3,0,5,0,120,623,-1,31,0,0,0,13,0,0,0,0,528,26,18,0,0,0,0,magic_armor,4.0
12130120,equip_name_12130120,信仰头环,equip_detail_12130120,牧师t3套装,3,-1,equip_level_t3+equip_mushi_t3_tou,54,4,60,88,3,0,7,0,120,660,-1,31,0,0,0,13,0,0,0,0,528,26,18,0,0,0,0,magic_armor,4.0
12210001,equip_name_12210001,海蟹的硬壳,equip_detail_12210001,20级装备,4,-1,equip_level_40+equip_40_zhanshi_jianjia,61,2,1,13,1,0,1|8,0,35,-1,-1,4,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,physical_armor,4.0
12210002,equip_name_12210002,雪怪项圈,equip_detail_12210002,20级装备,4,-1,equip_level_40+equip_40_lieren_jianjia,62,2,10,15,1,0,2|3|5|9,0,40,-1,-1,5,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,physical_armor,4.0
12210003,equip_name_12210003,黑暗迪菲亚护肩,equip_detail_12210003,20级萨满/猎人/德鲁伊/盗贼套装,4,-1,equip_level_50+equip_50_lieren_jianjia,66,2,12,17,1,0,2|3|5|9,0,40,513,-1,5,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,physical_armor,4.0
12210004,equip_name_12210004,坚硬的肩垫,equip_detail_12210004,20级装备,4,-1,equip_level_50+equip_50_lieren_jianjia,66,2,12,17,1,0,2|3|5|9,0,40,-1,-1,5,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,physical_armor,4.0
12210005,equip_name_12210005,亡语者衬肩,equip_detail_12210005,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,20,25,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,physical_armor,4.0
12210006,equip_name_12210006,步兵肩铠,equip_detail_12210006,20级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,20,25,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,physical_armor,4.0
12210007,equip_name_12210007,杀手肩铠,equip_detail_12210007,20级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,20,25,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,physical_armor,4.0
12210008,equip_name_12210008,勘察员的护肩,equip_detail_12210008,20级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,20,25,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,physical_armor,4.0
12210009,equip_name_12210009,森林皮衬肩,equip_detail_12210009,20级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,20,25,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,physical_armor,4.0
12210010,equip_name_12210010,镀银青铜护肩,equip_detail_12210010,20级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,20,25,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,physical_armor,4.0
12210011,equip_name_12210011,栗壳衬肩,equip_detail_12210011,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,21,26,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,physical_armor,4.0
12210012,equip_name_12210012,山地护肩,equip_detail_12210012,20级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,21,26,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,physical_armor,4.0
12210013,equip_name_12210013,塔巴尔护肩,equip_detail_12210013,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,21,26,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,physical_armor,4.0
12210014,equip_name_12210014,巫毒衬肩,equip_detail_12210014,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,21,26,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,physical_armor,4.0
12210015,equip_name_12210015,笨重肩甲,equip_detail_12210015,20级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,21,26,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,physical_armor,4.0
12210016,equip_name_12210016,强化肩甲,equip_detail_12210016,20级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,21,26,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,physical_armor,4.0
12210017,equip_name_12210017,刚硬护肩,equip_detail_12210017,20级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,21,26,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,physical_armor,4.0
12210018,equip_name_12210018,绿纹衬肩,equip_detail_12210018,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,21,26,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,physical_armor,4.0
12210019,equip_name_12210019,明亮衬肩,equip_detail_12210019,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,21,26,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,physical_armor,4.0
12210020,equip_name_12210020,玫瑰衬肩,equip_detail_12210020,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,22,27,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,physical_armor,4.0
12210021,equip_name_12210021,青布衬肩,equip_detail_12210021,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,22,27,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,physical_armor,4.0
12210022,equip_name_12210022,土灵皮护肩,equip_detail_12210022,20级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,22,27,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,physical_armor,4.0
12210023,equip_name_12210023,血红衬肩,equip_detail_12210023,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,22,27,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,physical_armor,4.0
12210024,equip_name_12210024,尖刺链甲肩甲,equip_detail_12210024,20级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,22,27,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,physical_armor,4.0
12210025,equip_name_12210025,超强护肩,equip_detail_12210025,20级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,22,27,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,physical_armor,4.0
12210026,equip_name_12210026,刺皮护肩,equip_detail_12210026,20级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,22,27,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,physical_armor,4.0
12210027,equip_name_12210027,亮鳞肩铠,equip_detail_12210027,20级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,22,27,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,physical_armor,4.0
12210028,equip_name_12210028,鬼魂衬肩,equip_detail_12210028,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,23,28,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,physical_armor,4.0
12210029,equip_name_12210029,沙漠护肩,equip_detail_12210029,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,23,28,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,physical_armor,4.0
12210030,equip_name_12210030,铸铁肩胄,equip_detail_12210030,20级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,23,28,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,physical_armor,4.0
12210031,equip_name_12210031,黑皮护肩,equip_detail_12210031,20级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,23,28,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,physical_armor,4.0
12210032,equip_name_12210032,观察者衬肩,equip_detail_12210032,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,23,28,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,physical_armor,4.0
12210033,equip_name_12210033,光荣护肩,equip_detail_12210033,20级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,23,28,1,0,1|8,0,50,-1,-1,8,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,physical_armor,4.0
12210034,equip_name_12210034,加姆的丝质衬肩,equip_detail_12210034,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,23,28,1,0,4|6|7,0,50,-1,-1,8,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,physical_armor,4.0
12210035,equip_name_12210035,牧者衬肩,equip_detail_12210035,20级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,23,28,1,0,2|3|5|9,0,50,-1,-1,8,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,physical_armor,4.0
12210036,equip_name_12210036,唤雨者衬肩,equip_detail_12210036,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,24,29,1,0,4|6|7,0,50,-1,-1,9,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,physical_armor,4.0
12210037,equip_name_12210037,银丝披肩,equip_detail_12210037,20级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,24,29,1,0,4|6|7,0,50,-1,-1,9,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,physical_armor,4.0
12210038,equip_name_12210038,僧侣肩甲,equip_detail_12210038,20级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,24,29,1,0,2|3|5|9,0,50,-1,-1,9,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,physical_armor,4.0
12210039,equip_name_12210039,精灵之翼,equip_detail_12210039,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,25,30,1,0,4|6|7,0,55,-1,-1,9,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,physical_armor,4.0
12210040,equip_name_12210040,冷光披肩,equip_detail_12210040,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,25,30,1,0,4|6|7,0,55,-1,-1,9,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,physical_armor,4.0
12210041,equip_name_12210041,血法师衬肩,equip_detail_12210041,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,25,30,1,0,4|6|7,0,55,-1,-1,9,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,physical_armor,4.0
12210042,equip_name_12210042,精英护肩,equip_detail_12210042,30级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,25,30,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,physical_armor,4.0
12210043,equip_name_12210043,斥候护肩,equip_detail_12210043,30级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,25,30,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,physical_armor,4.0
12210044,equip_name_12210044,粗鲁护肩,equip_detail_12210044,30级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,25,30,1,0,2|3|5|9,0,55,-1,-1,9,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,physical_armor,4.0
12210045,equip_name_12210045,微光锁甲肩铠,equip_detail_12210045,30级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,25,30,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,physical_armor,4.0
12210046,equip_name_12210046,纹饰护肩,equip_detail_12210046,30级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,25,30,1,0,2|3|5|9,0,55,-1,-1,9,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,physical_armor,4.0
12210047,equip_name_12210047,贤者衬肩,equip_detail_12210047,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,25,30,1,0,4|6|7,0,55,-1,-1,9,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,physical_armor,4.0
12210048,equip_name_12210048,审讯者披肩,equip_detail_12210048,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,28,33,1,0,4|6|7,0,55,-1,-1,10,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,physical_armor,4.0
12210049,equip_name_12210049,屠杀者护肩,equip_detail_12210049,30级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,26,31,1,0,1|8,0,55,-1,-1,9,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,physical_armor,4.0
12210050,equip_name_12210050,拓荒者护肩,equip_detail_12210050,30级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,26,31,1,0,2|3|5|9,0,55,-1,-1,9,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,physical_armor,4.0
12210051,equip_name_12210051,耐用护肩,equip_detail_12210051,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,27,32,1,0,4|6|7,0,55,-1,-1,10,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,physical_armor,4.0
12210052,equip_name_12210052,妖鬼衬肩,equip_detail_12210052,30级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,27,32,1,0,2|3|5|9,0,55,-1,-1,10,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,physical_armor,4.0
12210053,equip_name_12210053,弹力衬肩,equip_detail_12210053,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,27,32,1,0,4|6|7,0,55,-1,-1,10,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,physical_armor,4.0
12210054,equip_name_12210054,杜安的衬肩,equip_detail_12210054,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,27,32,1,0,4|6|7,0,55,-1,-1,10,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,physical_armor,4.0
12210055,equip_name_12210055,绿铁护肩,equip_detail_12210055,30级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,27,32,1,0,1|8,0,55,-1,-1,10,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,physical_armor,4.0
12210056,equip_name_12210056,邪恶链甲护肩,equip_detail_12210056,30级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,27,32,1,0,1|8,0,55,-1,-1,10,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,physical_armor,4.0
12210057,equip_name_12210057,野人铁护肩,equip_detail_12210057,30级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,27,32,1,0,1|8,0,55,-1,-1,10,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,physical_armor,4.0
12210058,equip_name_12210058,缀鳞皮甲护肩,equip_detail_12210058,30级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,27,32,1,0,2|3|5|9,0,55,-1,-1,10,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,physical_armor,4.0
12210059,equip_name_12210059,精灵衬肩,equip_detail_12210059,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,27,32,1,0,4|6|7,0,55,-1,-1,10,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,physical_armor,4.0
12210060,equip_name_12210060,镶带肩铠,equip_detail_12210060,30级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,27,32,1,0,1|8,0,55,-1,-1,10,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,physical_armor,4.0
12210061,equip_name_12210061,悲哀衬肩,equip_detail_12210061,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,28,33,1,0,4|6|7,0,55,-1,-1,10,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,physical_armor,4.0
12210062,equip_name_12210062,间谍护肩,equip_detail_12210062,30级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,28,33,1,0,2|3|5|9,0,55,-1,-1,10,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,physical_armor,4.0
12210063,equip_name_12210063,重装步兵肩胄,equip_detail_12210063,30级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,28,33,1,0,1|8,0,55,-1,-1,10,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,physical_armor,4.0
12210064,equip_name_12210064,月光披肩,equip_detail_12210064,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,28,33,1,0,4|6|7,0,55,-1,-1,10,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,physical_armor,4.0
12210065,equip_name_12210065,长者衬肩,equip_detail_12210065,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,28,33,1,0,4|6|7,0,55,-1,-1,10,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,physical_armor,4.0
12210066,equip_name_12210066,蓟皮衬肩,equip_detail_12210066,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,29,34,1,0,4|6|7,0,55,-1,-1,10,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,physical_armor,4.0
12210067,equip_name_12210067,棕榈护肩,equip_detail_12210067,30级装备,4,-1,equip_level_20+equip_20_fashi_jianjia,57,2,29,34,1,0,4|6|7,0,55,-1,-1,10,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,physical_armor,4.0
12210068,equip_name_12210068,切喉者衬肩,equip_detail_12210068,30级装备,4,-1,equip_level_20+equip_20_lieren_jianjia,56,2,29,34,1,0,2|3|5|9,0,55,-1,-1,10,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,physical_armor,4.0
12210069,equip_name_12210069,厚鳞肩甲,equip_detail_12210069,30级装备,4,-1,equip_level_20+equip_20_zhanshi_jianjia,55,2,29,34,1,0,1|8,0,55,-1,-1,10,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,physical_armor,4.0
12210070,equip_name_12210070,金鳞护肩,equip_detail_12210070,30级装备,4,-1,equip_level_30+equip_30_lieren_jianjia,59,2,30,35,1,0,2|3,0,60,-1,-1,11,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,physical_armor,4.0
12210071,equip_name_12210071,荣耀衬肩,equip_detail_12210071,30级装备,4,-1,equip_level_30+equip_30_fashi_jianjia,60,2,30,35,1,0,4|6|7,0,60,-1,-1,11,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,physical_armor,4.0
12210072,equip_name_12210072,军用锁甲肩甲,equip_detail_12210072,30级装备,4,-1,equip_level_30+equip_30_zhanshi_jianjia,58,2,30,35,1,0,1|8,0,60,-1,-1,11,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,physical_armor,4.0
12210073,equip_name_12210073,野人护肩,equip_detail_12210073,30级装备,4,-1,equip_level_30+equip_30_lieren_jianjia,59,2,30,35,1,0,2|3,0,60,-1,-1,11,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,physical_armor,4.0
12210074,equip_name_12210074,猎头者肩甲,equip_detail_12210074,30级装备,4,-1,equip_level_30+equip_30_lieren_jianjia,59,2,30,35,1,0,2|3,0,60,-1,-1,11,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,physical_armor,4.0
12210075,equip_name_12210075,夜空衬肩,equip_detail_12210075,30级装备,4,-1,equip_level_30+equip_30_fashi_jianjia,60,2,30,35,1,0,4|6|7,0,60,-1,-1,11,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,physical_armor,4.0
12210076,equip_name_12210076,徽记衬肩,equip_detail_12210076,30级装备,4,-1,equip_level_30+equip_30_daozei_jianjia,59,2,30,35,1,0,5|9,0,60,-1,-1,11,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,physical_armor,4.0
12210077,equip_name_12210077,活力护肩,equip_detail_12210077,30级装备,4,-1,equip_level_30+equip_30_fashi_jianjia,60,2,30,35,1,0,4|6|7,0,60,-1,-1,11,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,physical_armor,4.0
12210078,equip_name_12210078,绿色丝质护肩,equip_detail_12210078,30级装备,4,-1,equip_level_30+equip_30_fashi_jianjia,60,2,31,36,1,0,4|6|7,0,60,-1,-1,11,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,physical_armor,4.0
12210079,equip_name_12210079,石布肩铠,equip_detail_12210079,30级装备,4,-1,equip_level_30+equip_30_fashi_jianjia,60,2,31,36,1,0,4|6|7,0,60,-1,-1,11,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,physical_armor,4.0
12210080,equip_name_12210080,咒术师衬肩,equip_detail_12210080,30级装备,4,-1,equip_level_30+equip_30_fashi_jianjia,60,2,31,36,1,0,4|6|7,0,60,-1,-1,11,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,physical_armor,4.0
12210081,equip_name_12210081,劫掠者肩铠,equip_detail_12210081,30级装备,4,-1,equip_level_30+equip_30_zhanshi_jianjia,58,2,31,36,1,0,1|8,0,60,-1,-1,11,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,physical_armor,4.0
12210082,equip_name_12210082,恐怖肩铠,equip_detail_12210082,30级装备,4,-1,equip_level_30+equip_30_zhanshi_jianjia,58,2,31,36,1,0,1|8,0,60,-1,-1,11,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,physical_armor,4.0
12210083,equip_name_12210083,鬼行者护肩,equip_detail_12210083,30级装备,4,-1,equip_level_30+equip_30_daozei_jianjia,59,2,31,36,1,0,5|9,0,60,-1,-1,11,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,physical_armor,4.0
12210084,equip_name_12210084,变节者肩铠,equip_detail_12210084,30级装备,4,-1,equip_level_30+equip_30_lieren_jianjia,59,2,32,37,1,0,2|3,0,60,-1,-1,11,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,physical_armor,4.0
12210085,equip_name_12210085,射手护肩,equip_detail_12210085,30级装备,4,-1,equip_level_30+equip_30_lieren_jianjia,59,2,32,37,1,0,2|3,0,60,-1,-1,11,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,physical_armor,4.0
12210086,equip_name_12210086,石板护肩,equip_detail_12210086,30级装备,4,-1,equip_level_30+equip_30_daozei_jianjia,59,2,32,37,1,0,5|9,0,60,-1,-1,11,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,physical_armor,4.0
12210087,equip_name_12210087,寒铁肩铠,equip_detail_12210087,30级装备,4,-1,equip_level_30+equip_30_zhanshi_jianjia,58,2,32,37,1,0,1|8,0,60,-1,-1,11,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,physical_armor,4.0
12210088,equip_name_12210088,地卜师护肩,equip_detail_12210088,30级装备,4,-1,equip_level_30+equip_30_fashi_jianjia,60,2,33,38,1,0,4|6|7,0,60,-1,-1,11,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,physical_armor,4.0
