id,name,note,description,,client_res_id,monster_class,icon,resource,scale,radius,life_time,npc_type,monster_type,rage_time,level,attack_type,display_type,adapt_group,,,,,,,,,,,,,,,exp_drop,gold_drop,battle_info.endurance,battle_info.physical_strength,battle_info.agile,battle_info.intelligence,battle_info.spirit,battle_info.hp,battle_info.physical_attack,battle_info.magic_attack,battle_info.physical_armor,battle_info.magic_armor,battle_info.critical,battle_info.toughness,battle_info.accurate,battle_info.dodge,battle_info.move_speed,battle_info.attack_speed,battle_info.skill,ai_strategy,skill_ids_0,skill_ids_1,skill_ids_2,skill_ids_3,skill_ids_4,skill_ids_5,skill_ids_6,skill_ids_7,skill_ids_8,skill_ids_9,MainWeapon,ViceWeapon,Helmet,Shoulder,Chest,Manteau,Arm,Shoe
34539,monster_name_34539,邪恶之斧,"","",-1,34539,monster_head_10+monster_head_dulong,NULL,1.0,0.5,0,1,1,0,60,1,-1,-1,90,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,63960,19620,19620,3610,3610,2027,1689,1689,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34540,monster_name_34540,邪恶之剑,"","",-1,34540,monster_head_10+monster_head_dulong,NULL,1.0,0.5,0,1,1,0,60,1,-1,-1,90,7,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,63960,19620,19620,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34541,monster_name_34541,死亡骑士队长,"","",-1,34541,monster_head_10+monster_head_dulong,NULL,1.0,0.5,0,1,1,0,60,1,-1,-1,90,7,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,63960,19620,19620,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34542,monster_name_34542,黑暗战士,"","",-1,34542,monster_head_10+monster_head_dulong,NULL,1.0,0.5,0,1,1,0,60,1,-1,-1,90,7,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,63960,19620,19620,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34543,monster_name_34543,死亡骑士,"","",-1,34543,monster_head_10+monster_head_dulong,NULL,1.0,0.5,0,1,1,0,60,1,-1,-1,90,7,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,63960,19620,19620,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34544,monster_name_34544,织魂者,"","",30174,34544,monster_head_20+monster_head_annasimeili,NULL,1.0,0.5,0,1,1,0,60,1,-1,-1,90,7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,63960,19620,19620,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,210810,210811,210812,210813,210814,-1,-1,-1,-1,-1,"","","","","","","",""
34545,monster_name_34545,势不可挡的憎恶,"","",30033,34545,monster_head_10+monster_head_dulong,NULL,1.0,0.5,0,1,1,0,60,1,-1,-1,90,7,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,63960,19620,19620,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,210330,210331,210332,210333,210334,210335,210336,-1,-1,-1,"","","","","","","",""
34546,monster_name_34546,冰冻废土的士兵,"","",30096,34546,monster_head_10+monster_head_dulong,NULL,1.0,0.5,0,1,1,0,60,1,-1,-1,90,7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,63960,19620,19620,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,210240,210241,210242,210243,210244,-1,-1,-1,-1,-1,"","","","","","","",""
34547,monster_name_34547,阿努布雷坎,boss_dec_30161,这是个BOSS,30038,34547,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,210380,210381,210382,210383,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34548,monster_name_34548,黑女巫法琳娜,boss_dec_30161,这是个BOSS,-1,34548,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34549,monster_name_34549,麦克斯纳,boss_dec_30161,这是个BOSS,-1,34549,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34550,monster_name_34550,药剂师诺斯,boss_dec_30161,这是个BOSS,-1,34550,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34551,monster_name_34551,肮脏的希尔盖,boss_dec_30161,这是个BOSS,-1,34551,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34552,monster_name_34552,洛欧塞布,boss_dec_30161,这是个BOSS,-1,34552,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34553,monster_name_34553,帕奇维克,boss_dec_30161,这是个BOSS,-1,34553,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,2027,1689,1689,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34554,monster_name_34554,格罗布鲁斯,boss_dec_30161,这是个BOSS,-1,34554,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34555,monster_name_34555,格拉斯,boss_dec_30161,这是个BOSS,-1,34555,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34556,monster_name_34556,塔迪乌斯,boss_dec_30161,这是个BOSS,-1,34556,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34557,monster_name_34557,斯塔拉格,boss_dec_30161,这是个BOSS,-1,34557,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34558,monster_name_34558,费尔根,boss_dec_30161,这是个BOSS,-1,34558,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34559,monster_name_34559,教官拉苏维奥斯,boss_dec_30161,这是个BOSS,-1,34559,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34560,monster_name_34560,死亡骑士学员,"","",-1,34560,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,1,0,60,1,-1,-1,90,7,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,63960,18312,18312,5054,3610,1689,1689,1689,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34561,monster_name_34561,收割者戈提克,boss_dec_30161,这是个BOSS,-1,34561,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34562,monster_name_34562,瑞文戴尔男爵,boss_dec_30161,这是个BOSS,30215,34562,monster_head_60+monster_head_cangbaizhe,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,211395,211396,211397,211398,211399,-1,-1,-1,-1,-1,"","","","","","","",""
34563,monster_name_34563,库尔塔兹领主,boss_dec_30161,这是个BOSS,-1,34563,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34564,monster_name_34564,女公爵布劳缪克丝,boss_dec_30161,这是个BOSS,-1,34564,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34565,monster_name_34565,瑟里耶克爵士,boss_dec_30161,这是个BOSS,-1,34565,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34566,monster_name_34566,萨菲隆,boss_dec_30161,这是个BOSS,-1,34566,monster_head_10+monster_head_dulong,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
34567,monster_name_34567,克尔苏加德,boss_dec_30161,这是个BOSS,30257,34567,monster_head_10+monster_head_hanbingwangzi,NULL,2.0,1.0,0,1,2,0,60,1,-1,-1,90,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1207,845,845,845,845,255840,39240,39240,3610,3610,1689,1689,2027,1689,4000,4000,-1,-1,211800,211801,211802,211803,211804,211805,211806,211807,211808,211809,"","","","","","","",""
34601,monster_name_34601,奥妮克希亚,boss_dec_30161,这是个BOSS,30201,34601,monster_head_20+monster_head_heilong,NULL,2.0,2.0,0,1,2,0,60,1,-1,-1,75,9,2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1034,721,721,721,721,232028,32308,32308,2969,2969,1433,1433,1719,1433,4000,4000,-1,1101,211330,211331,211332,211333,211334,211335,211336,-1,-1,-1,"","","","","","","",""
39990,monster_name_39990,伐木机,"","",30004,39990,monster_head_10+monster_head_famuji,NULL,1.0,3.0,0,1,1,0,-1,1,-1,2,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210030,210033,210036,210042,210045,-1,-1,-1,-1,-1,"","","","","","","",""
39991,monster_name_39991,菲迪亚法师,"","",30005,39991,monster_head_10+monster_head_feidiyafashi,NULL,1.0,0.5,0,1,1,0,-1,1,-1,0,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
39992,monster_name_39992,皮萨斯,"","",30006,39992,monster_head_10+monster_head_pisasi,NULL,1.0,0.5,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210050,210051,210052,210053,210054,-1,-1,-1,-1,-1,"","","","","","","",""
35501,monster_name_35501,考博普拉格,地精+？,治疗,30036,35501,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,2,0,-1,1,-1,8,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210363,210361,211751,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35502,monster_name_35502,风险投资公司巡逻员,地精,法攻,30036,35502,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,-1,1,-1,0,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210361,211751,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35503,monster_name_35503,风险投资公司监督,地精+双手剑,物攻,30036,35503,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210360,210362,211751,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35504,monster_name_35504,风险投资公司监督,女人类+双手剑,物攻,30024,35504,monster_head_10+monster_head_zhihuiguan,NULL,1.0,0.5,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210240,210241,210242,211751,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35511,monster_name_35511,工匠斯尼格斯,地精+？,法攻,30036,35511,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,2,0,-1,1,-1,8,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210361,211751,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35512,monster_name_35512,风险投资公司伐木机,伐木机,物攻,30004,35512,monster_head_10+monster_head_famuji,NULL,1.0,1.0,0,1,1,0,-1,1,-1,9,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210030,210033,210036,210042,210045,211751,-1,-1,-1,-1,"","","","","","","",""
35513,monster_name_35513,风险投资公司雇工,地精+双手锤,物攻,30036,35513,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210360,210362,211751,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35514,monster_name_35514,风险投资公司苦工,女人类+双手锤,物攻,30024,35514,monster_head_10+monster_head_zhihuiguan,NULL,1.0,0.5,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210240,210241,210242,211751,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35521,monster_name_35521,监工格里比,地精,法攻,30036,35521,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,2,0,-1,1,-1,8,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210361,211751,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35522,monster_name_35522,工头葛瑞尔斯,人类+匕首,物爆,30006,35522,monster_head_10+monster_head_pisasi,NULL,1.0,0.5,0,1,2,0,-1,1,-1,9,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210050,210051,210052,210053,210054,211751,-1,-1,-1,-1,"","","","","","","",""
35523,monster_name_35523,风险投资公司雇佣兵,地精+单手剑,防坦,30036,35523,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210360,210362,211751,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35524,monster_name_35524,风险投资公司雇佣兵,巨魔+单手剑,物攻,30036,35524,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210360,210362,211751,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35531,monster_name_35531,鲁格维兹主管,地精+？,法攻,30036,35531,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,2,0,-1,1,-1,8,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210361,211751,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35532,monster_name_35532,技师维尔雷格,地精+？,治疗,30036,35532,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,2,0,-1,1,-1,8,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210363,210361,211751,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35533,monster_name_35533,风险投资公司执行者,地精+双手斧,物爆,30036,35533,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210360,210362,211751,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35534,monster_name_35534,风险投资公司执行者,食人魔+双手斧,物爆,30036,35534,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210360,210362,211751,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35541,monster_name_35541,大工头普兹克·加里维克斯,地精+单手锤,法坦,30036,35541,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,2,0,-1,1,-1,22,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210360,210362,211751,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35542,monster_name_35542,工头希里克斯,地精+单手锤,治疗,30036,35542,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,2,0,-1,1,-1,8,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210361,211751,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35543,monster_name_35543,风险投资公司看守,地精,法攻,30036,35543,monster_head_10+monster_head_dijing,NULL,1.0,0.5,0,1,1,0,-1,1,-1,0,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210363,210361,211751,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35544,monster_name_35544,风险投资公司闲工,亡灵+单手斧,物攻,30001,35544,monster_head_10+monster_head_wangling,NULL,1.0,0.5,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210000,210001,210002,211751,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35101,monster_name_35101,遗迹臭蚁,"",法攻,30037,35101,monster_head_10+monster_head_mayiwang,NULL,1.0,0.5,0,1,0,0,-1,1,-1,0,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210370,210371,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35102,monster_name_35102,遗迹触须,"",物攻,30096,35102,monster_head_10+monster_head_zhihuiguan,NULL,1.0,1.0,0,1,0,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210240,210241,210242,210243,210244,-1,-1,-1,-1,-1,"","","","","","","",""
35103,monster_name_35103,遗迹骷髅怪,"",物攻,30160,35103,monster_head_20+monster_head_dakulou,NULL,1.0,0.5,0,1,0,0,-1,1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210980,210981,210982,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
35104,monster_name_35104,遗迹幽灵,"",法攻,30174,35104,monster_head_10+monster_head_wangling,NULL,1.5,0.5,0,1,0,0,-1,1,-1,0,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210810,210811,210812,210813,210814,-1,-1,-1,-1,-1,"","","","","","","",""
35105,monster_name_35105,石头人守卫,"",防坦,30123,35105,monster_head_20+monster_head_bingjuren,NULL,1.0,1.0,0,1,2,0,-1,1,-1,11,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000,4000,-1,-1,210230,210231,210232,210233,-1,-1,-1,-1,-1,-1,"","","","","","","",""
